Format: joint values q = (beta_1[meters], beta_2[meters], beta_3[meters], alpha_1[rad], alpha_2[rad], alpha_3[rad]) | tip position p = (x[meters], y[meters], z[meters])
q = (-0.0838674, -0.0555999, -0.0433607, 1.00025, 0.881229, -4.11188e-14) 	 | 	 p = (0.0359186, -0.0274076, 0.146757)
q = (-0.0522139, -0.0471203, -0.0420268, 2.16672, 2.23276, -4.11188e-14) 	 | 	 p = (0.0492033, 0.0363932, 0.163628)
q = (-0.0521671, -0.0470736, -0.04198, 2.16478, 2.23087, -4.11188e-14) 	 | 	 p = (0.0492727, 0.0362992, 0.163675)
q = (-0.0521203, -0.0470268, -0.0419333, 2.16292, 2.22907, -4.11188e-14) 	 | 	 p = (0.0493386, 0.0362095, 0.163722)
q = (-0.0520736, -0.04698, -0.0418865, 2.16116, 2.22736, -4.11188e-14) 	 | 	 p = (0.0494012, 0.036124, 0.163768)
q = (-0.0520268, -0.0469333, -0.0418397, 2.15947, 2.22573, -4.11188e-14) 	 | 	 p = (0.0494607, 0.0360424, 0.163815)
q = (-0.05198, -0.0468865, -0.041793, 2.15786, 2.22418, -4.11188e-14) 	 | 	 p = (0.0495173, 0.0359646, 0.163862)
q = (-0.0519333, -0.0468397, -0.0417462, 2.15633, 2.22271, -4.11188e-14) 	 | 	 p = (0.0495711, 0.0358905, 0.163909)
q = (-0.0518865, -0.046793, -0.0416995, 2.15486, 2.22131, -4.11188e-14) 	 | 	 p = (0.0496222, 0.0358197, 0.163955)
q = (-0.0518397, -0.0467462, -0.0416527, 2.15347, 2.21997, -4.11188e-14) 	 | 	 p = (0.0496708, 0.0357523, 0.164002)
q = (-0.051793, -0.0466995, -0.041606, 2.15213, 2.21871, -4.11188e-14) 	 | 	 p = (0.049717, 0.035688, 0.164049)
q = (-0.0517462, -0.0466527, -0.0415592, 2.15086, 2.2175, -4.11188e-14) 	 | 	 p = (0.0497609, 0.0356267, 0.164096)
q = (-0.0516995, -0.046606, -0.0415125, 2.14964, 2.21635, -4.11188e-14) 	 | 	 p = (0.0498027, 0.0355683, 0.164143)
q = (-0.0516527, -0.0465592, -0.0414658, 2.14848, 2.21526, -4.11188e-14) 	 | 	 p = (0.0498424, 0.0355127, 0.164189)
q = (-0.051606, -0.0465125, -0.041419, 2.14737, 2.21422, -4.11188e-14) 	 | 	 p = (0.0498801, 0.0354596, 0.164236)
q = (-0.0515592, -0.0464658, -0.0413723, 2.14632, 2.21324, -4.11188e-14) 	 | 	 p = (0.049916, 0.0354091, 0.164283)
q = (-0.0515125, -0.046419, -0.0413256, 2.14531, 2.2123, -4.11188e-14) 	 | 	 p = (0.0499501, 0.0353609, 0.16433)
q = (-0.0514658, -0.0463723, -0.0412789, 2.14434, 2.21141, -4.11188e-14) 	 | 	 p = (0.0499826, 0.035315, 0.164376)
q = (-0.051419, -0.0463256, -0.0412322, 2.14342, 2.21057, -4.11188e-14) 	 | 	 p = (0.0500134, 0.0352713, 0.164423)
q = (-0.0513723, -0.0462789, -0.0411854, 2.14254, 2.20977, -4.11188e-14) 	 | 	 p = (0.0500428, 0.0352296, 0.16447)
q = (-0.0513256, -0.0462322, -0.0411387, 2.1417, 2.209, -4.11188e-14) 	 | 	 p = (0.0500707, 0.0351899, 0.164517)
q = (-0.0512789, -0.0461854, -0.041092, 2.14089, 2.20828, -4.11188e-14) 	 | 	 p = (0.0500972, 0.0351521, 0.164563)
q = (-0.0512322, -0.0461387, -0.0410453, 2.14012, 2.20759, -4.11188e-14) 	 | 	 p = (0.0501224, 0.0351161, 0.16461)
q = (-0.0511854, -0.046092, -0.0409986, 2.13939, 2.20694, -4.11188e-14) 	 | 	 p = (0.0501464, 0.0350819, 0.164657)
q = (-0.0511387, -0.0460453, -0.0409519, 2.13868, 2.20632, -4.11188e-14) 	 | 	 p = (0.0501692, 0.0350492, 0.164703)
q = (-0.051092, -0.0459986, -0.0409052, 2.13801, 2.20574, -4.11188e-14) 	 | 	 p = (0.0501909, 0.0350181, 0.16475)
q = (-0.0510453, -0.0459519, -0.0408585, 2.13736, 2.20518, -4.11188e-14) 	 | 	 p = (0.0502115, 0.0349885, 0.164797)
q = (-0.0509986, -0.0459052, -0.0408119, 2.13675, 2.20465, -4.11188e-14) 	 | 	 p = (0.0502312, 0.0349603, 0.164844)
q = (-0.0509519, -0.0458585, -0.0407652, 2.13616, 2.20415, -4.11188e-14) 	 | 	 p = (0.0502498, 0.0349334, 0.16489)
q = (-0.0509052, -0.0458119, -0.0407185, 2.13559, 2.20368, -4.11188e-14) 	 | 	 p = (0.0502676, 0.0349079, 0.164937)
q = (-0.0508585, -0.0457652, -0.0406718, 2.13505, 2.20323, -4.11188e-14) 	 | 	 p = (0.0502844, 0.0348835, 0.164984)
q = (-0.0508119, -0.0457185, -0.0406251, 2.13453, 2.20281, -4.11188e-14) 	 | 	 p = (0.0503005, 0.0348604, 0.16503)
q = (-0.0507652, -0.0456718, -0.0405785, 2.13403, 2.2024, -4.11188e-14) 	 | 	 p = (0.0503157, 0.0348383, 0.165077)
q = (-0.0507185, -0.0456251, -0.0405318, 2.13356, 2.20202, -4.11188e-14) 	 | 	 p = (0.0503303, 0.0348173, 0.165124)
q = (-0.0506718, -0.0455785, -0.0404851, 2.1331, 2.20166, -4.11188e-14) 	 | 	 p = (0.0503441, 0.0347973, 0.165171)
q = (-0.0506251, -0.0455318, -0.0404385, 2.13266, 2.20132, -4.11188e-14) 	 | 	 p = (0.0503572, 0.0347783, 0.165217)
q = (-0.0505785, -0.0454851, -0.0403918, 2.13224, 2.201, -4.11188e-14) 	 | 	 p = (0.0503697, 0.0347602, 0.165264)
q = (-0.0505318, -0.0454385, -0.0403452, 2.13183, 2.2007, -4.11188e-14) 	 | 	 p = (0.0503815, 0.0347429, 0.165311)
q = (-0.0504851, -0.0453918, -0.0402985, 2.13144, 2.20041, -4.11188e-14) 	 | 	 p = (0.0503928, 0.0347265, 0.165357)
q = (-0.0504385, -0.0453452, -0.0402519, 2.13107, 2.20015, -4.11188e-14) 	 | 	 p = (0.0504035, 0.0347109, 0.165404)
q = (-0.0503918, -0.0452985, -0.0402052, 2.13071, 2.19989, -4.11188e-14) 	 | 	 p = (0.0504138, 0.0346961, 0.165451)
q = (-0.0503452, -0.0452519, -0.0401586, 2.13036, 2.19965, -4.11188e-14) 	 | 	 p = (0.0504235, 0.0346819, 0.165497)
q = (-0.0502985, -0.0452052, -0.040112, 2.13002, 2.19943, -4.11188e-14) 	 | 	 p = (0.0504327, 0.0346685, 0.165544)
q = (-0.0502519, -0.0451586, -0.0400653, 2.1297, 2.19922, -4.11188e-14) 	 | 	 p = (0.0504415, 0.0346557, 0.165591)
q = (-0.0502052, -0.045112, -0.0400187, 2.12939, 2.19902, -4.11188e-14) 	 | 	 p = (0.0504498, 0.0346435, 0.165637)
q = (-0.0501586, -0.0450653, -0.0399721, 2.12909, 2.19883, -4.11188e-14) 	 | 	 p = (0.0504577, 0.0346319, 0.165684)
q = (-0.050112, -0.0450187, -0.0399255, 2.1288, 2.19866, -4.11188e-14) 	 | 	 p = (0.0504653, 0.0346209, 0.165731)
q = (-0.0500653, -0.0449721, -0.0398788, 2.12852, 2.19849, -4.11188e-14) 	 | 	 p = (0.0504724, 0.0346104, 0.165777)
q = (-0.0500187, -0.0449255, -0.0398322, 2.12825, 2.19834, -4.11188e-14) 	 | 	 p = (0.0504792, 0.0346004, 0.165824)
q = (-0.0499721, -0.0448789, -0.0397856, 2.12799, 2.1982, -4.11188e-14) 	 | 	 p = (0.0504857, 0.0345909, 0.165871)
q = (-0.0499255, -0.0448322, -0.039739, 2.12774, 2.19806, -4.11188e-14) 	 | 	 p = (0.0504919, 0.0345819, 0.165917)
q = (-0.0498789, -0.0447856, -0.0396924, 2.12749, 2.19794, -4.11188e-14) 	 | 	 p = (0.0504977, 0.0345733, 0.165964)
q = (-0.0498322, -0.044739, -0.0396458, 2.12726, 2.19783, -4.11188e-14) 	 | 	 p = (0.0505033, 0.0345651, 0.166011)
q = (-0.0497856, -0.0446924, -0.0395992, 2.12703, 2.19772, -4.11188e-14) 	 | 	 p = (0.0505086, 0.0345574, 0.166057)
q = (-0.049739, -0.0446458, -0.0395526, 2.1268, 2.19762, -4.11188e-14) 	 | 	 p = (0.0505136, 0.03455, 0.166104)
q = (-0.0496924, -0.0445992, -0.039506, 2.12659, 2.19753, -4.11188e-14) 	 | 	 p = (0.0505184, 0.0345429, 0.16615)
q = (-0.0496458, -0.0445526, -0.0394595, 2.12637, 2.19745, -4.11188e-14) 	 | 	 p = (0.0505229, 0.0345363, 0.166197)
q = (-0.0495992, -0.044506, -0.0394129, 2.12617, 2.19737, -4.11188e-14) 	 | 	 p = (0.0505273, 0.0345299, 0.166244)
q = (-0.0495526, -0.0444595, -0.0393663, 2.12597, 2.1973, -4.11188e-14) 	 | 	 p = (0.0505314, 0.0345238, 0.16629)
q = (-0.0495061, -0.0444129, -0.0393197, 2.12577, 2.19724, -4.11188e-14) 	 | 	 p = (0.0505353, 0.0345181, 0.166337)
q = (-0.0494595, -0.0443663, -0.0392732, 2.12558, 2.19718, -4.11188e-14) 	 | 	 p = (0.050539, 0.0345126, 0.166384)
q = (-0.0494129, -0.0443197, -0.0392266, 2.1254, 2.19713, -4.11188e-14) 	 | 	 p = (0.0505425, 0.0345074, 0.16643)
q = (-0.0493663, -0.0442732, -0.03918, 2.12521, 2.19708, -4.11188e-14) 	 | 	 p = (0.0505458, 0.0345025, 0.166477)
q = (-0.0493197, -0.0442266, -0.0391335, 2.12504, 2.19704, -4.11188e-14) 	 | 	 p = (0.050549, 0.0344978, 0.166523)
q = (-0.0492732, -0.04418, -0.0390869, 2.12486, 2.19701, -4.11188e-14) 	 | 	 p = (0.050552, 0.0344933, 0.16657)
q = (-0.0492266, -0.0441335, -0.0390404, 2.12469, 2.19698, -4.11188e-14) 	 | 	 p = (0.0505549, 0.034489, 0.166617)
q = (-0.04918, -0.0440869, -0.0389938, 2.12452, 2.19695, -4.11188e-14) 	 | 	 p = (0.0505576, 0.034485, 0.166663)
q = (-0.0491335, -0.0440404, -0.0389473, 2.12436, 2.19693, -4.11188e-14) 	 | 	 p = (0.0505602, 0.0344811, 0.16671)
q = (-0.0490869, -0.0439938, -0.0389007, 2.1242, 2.19691, -4.11188e-14) 	 | 	 p = (0.0505627, 0.0344775, 0.166756)
q = (-0.0490404, -0.0439473, -0.0388542, 2.12404, 2.1969, -4.11188e-14) 	 | 	 p = (0.050565, 0.034474, 0.166803)
q = (-0.0489938, -0.0439007, -0.0388077, 2.12388, 2.19689, -4.11188e-14) 	 | 	 p = (0.0505672, 0.0344707, 0.16685)
q = (-0.0489473, -0.0438542, -0.0387611, 2.12373, 2.19688, -4.11188e-14) 	 | 	 p = (0.0505693, 0.0344675, 0.166896)
q = (-0.0489007, -0.0438077, -0.0387146, 2.12358, 2.19688, -4.11188e-14) 	 | 	 p = (0.0505713, 0.0344646, 0.166943)
q = (-0.0488542, -0.0437611, -0.0386681, 2.12343, 2.19688, -4.11188e-14) 	 | 	 p = (0.0505732, 0.0344617, 0.166989)
q = (-0.0488077, -0.0437146, -0.0386216, 2.12328, 2.19689, -4.11188e-14) 	 | 	 p = (0.050575, 0.034459, 0.167036)
q = (-0.0487611, -0.0436681, -0.0385751, 2.12313, 2.1969, -4.11188e-14) 	 | 	 p = (0.0505768, 0.0344564, 0.167082)
q = (-0.0487146, -0.0436216, -0.0385286, 2.12299, 2.19691, -4.11188e-14) 	 | 	 p = (0.0505784, 0.034454, 0.167129)
q = (-0.0486681, -0.0435751, -0.038482, 2.12285, 2.19692, -4.11188e-14) 	 | 	 p = (0.0505799, 0.0344517, 0.167176)
q = (-0.0486216, -0.0435286, -0.0384355, 2.12271, 2.19694, -4.11188e-14) 	 | 	 p = (0.0505814, 0.0344495, 0.167222)
q = (-0.0485751, -0.043482, -0.038389, 2.12257, 2.19696, -4.11188e-14) 	 | 	 p = (0.0505828, 0.0344474, 0.167269)
q = (-0.0485286, -0.0434355, -0.0383425, 2.12243, 2.19698, -4.11188e-14) 	 | 	 p = (0.0505841, 0.0344454, 0.167315)
q = (-0.0484821, -0.043389, -0.0382961, 2.12229, 2.197, -4.11188e-14) 	 | 	 p = (0.0505854, 0.0344435, 0.167362)
q = (-0.0484356, -0.0433426, -0.0382496, 2.12215, 2.19703, -4.11188e-14) 	 | 	 p = (0.0505865, 0.0344416, 0.167408)
q = (-0.0483891, -0.0432961, -0.0382031, 2.12202, 2.19706, -4.11188e-14) 	 | 	 p = (0.0505877, 0.0344399, 0.167455)
q = (-0.0483426, -0.0432496, -0.0381566, 2.12188, 2.19709, -4.11188e-14) 	 | 	 p = (0.0505887, 0.0344383, 0.167501)
q = (-0.0482961, -0.0432031, -0.0381101, 2.12174, 2.19713, -4.11188e-14) 	 | 	 p = (0.0505898, 0.0344367, 0.167548)
q = (-0.0482496, -0.0431566, -0.0380637, 2.12161, 2.19716, -4.11188e-14) 	 | 	 p = (0.0505907, 0.0344353, 0.167594)
q = (-0.0482031, -0.0431101, -0.0380172, 2.12148, 2.1972, -4.11188e-14) 	 | 	 p = (0.0505916, 0.0344338, 0.167641)
q = (-0.0481566, -0.0430637, -0.0379707, 2.12134, 2.19724, -4.11188e-14) 	 | 	 p = (0.0505925, 0.0344325, 0.167688)
q = (-0.0481101, -0.0430172, -0.0379243, 2.12121, 2.19728, -4.11188e-14) 	 | 	 p = (0.0505933, 0.0344312, 0.167734)
q = (-0.0480637, -0.0429707, -0.0378778, 2.12108, 2.19733, -4.11188e-14) 	 | 	 p = (0.0505941, 0.03443, 0.167781)
q = (-0.0480172, -0.0429243, -0.0378314, 2.12095, 2.19737, -4.11188e-14) 	 | 	 p = (0.0505948, 0.0344289, 0.167827)
q = (-0.0479707, -0.0428778, -0.0377849, 2.12081, 2.19742, -4.11188e-14) 	 | 	 p = (0.0505955, 0.0344278, 0.167874)
q = (-0.0479243, -0.0428314, -0.0377385, 2.12068, 2.19747, -4.11188e-14) 	 | 	 p = (0.0505962, 0.0344267, 0.16792)
q = (-0.0478778, -0.0427849, -0.037692, 2.12055, 2.19752, -4.11188e-14) 	 | 	 p = (0.0505968, 0.0344257, 0.167967)
q = (-0.0478314, -0.0427385, -0.0376456, 2.12042, 2.19757, -4.11188e-14) 	 | 	 p = (0.0505974, 0.0344248, 0.168013)
q = (-0.0477849, -0.042692, -0.0375992, 2.12028, 2.19762, -4.11188e-14) 	 | 	 p = (0.050598, 0.0344239, 0.16806)
q = (-0.0477385, -0.0426456, -0.0375527, 2.12015, 2.19768, -4.11188e-14) 	 | 	 p = (0.0505985, 0.034423, 0.168106)
q = (-0.047692, -0.0425992, -0.0375063, 2.12002, 2.19773, -4.11188e-14) 	 | 	 p = (0.050599, 0.0344222, 0.168153)
q = (-0.0476456, -0.0425527, -0.0374599, 2.11989, 2.19779, -4.11188e-14) 	 | 	 p = (0.0505995, 0.0344214, 0.168199)
q = (-0.0475992, -0.0425063, -0.0374135, 2.11975, 2.19785, -4.11188e-14) 	 | 	 p = (0.0505999, 0.0344207, 0.168246)
q = (-0.0475527, -0.0424599, -0.0373671, 2.11962, 2.19791, -4.11188e-14) 	 | 	 p = (0.0506004, 0.03442, 0.168292)
q = (-0.0475063, -0.0424135, -0.0373206, 2.11949, 2.19797, -4.11188e-14) 	 | 	 p = (0.0506008, 0.0344193, 0.168338)
q = (-0.0474599, -0.0423671, -0.0372742, 2.11935, 2.19803, -4.11188e-14) 	 | 	 p = (0.0506012, 0.0344187, 0.168385)
q = (-0.0474135, -0.0423206, -0.0372278, 2.11922, 2.1981, -4.11188e-14) 	 | 	 p = (0.0506015, 0.0344181, 0.168431)
q = (-0.0473671, -0.0422742, -0.0371814, 2.11909, 2.19816, -4.11188e-14) 	 | 	 p = (0.0506019, 0.0344175, 0.168478)
q = (-0.0473207, -0.0422278, -0.037135, 2.11895, 2.19823, -4.11188e-14) 	 | 	 p = (0.0506022, 0.0344169, 0.168524)
q = (-0.0472742, -0.0421814, -0.0370887, 2.11882, 2.19829, -4.11188e-14) 	 | 	 p = (0.0506025, 0.0344164, 0.168571)
q = (-0.0472278, -0.0421351, -0.0370423, 2.11868, 2.19836, -4.11188e-14) 	 | 	 p = (0.0506028, 0.0344159, 0.168617)
q = (-0.0471814, -0.0420887, -0.0369959, 2.11854, 2.19843, -4.11188e-14) 	 | 	 p = (0.050603, 0.0344154, 0.168664)
q = (-0.0471351, -0.0420423, -0.0369495, 2.11841, 2.1985, -4.11188e-14) 	 | 	 p = (0.0506033, 0.034415, 0.16871)
q = (-0.0470887, -0.0419959, -0.0369031, 2.11827, 2.19857, -4.11188e-14) 	 | 	 p = (0.0506035, 0.0344145, 0.168757)
q = (-0.0470423, -0.0419495, -0.0368568, 2.11813, 2.19865, -4.11188e-14) 	 | 	 p = (0.0506038, 0.0344141, 0.168803)
q = (-0.0469959, -0.0419031, -0.0368104, 2.11799, 2.19872, -4.11188e-14) 	 | 	 p = (0.050604, 0.0344137, 0.16885)
q = (-0.0469495, -0.0418568, -0.0367641, 2.11785, 2.19879, -4.11188e-14) 	 | 	 p = (0.0506042, 0.0344133, 0.168896)
q = (-0.0469032, -0.0418104, -0.0367177, 2.11771, 2.19887, -4.11188e-14) 	 | 	 p = (0.0506044, 0.0344129, 0.168942)
q = (-0.0468568, -0.0417641, -0.0366713, 2.11757, 2.19894, -4.11188e-14) 	 | 	 p = (0.0506045, 0.0344126, 0.168989)
q = (-0.0468104, -0.0417177, -0.036625, 2.11743, 2.19902, -4.11188e-14) 	 | 	 p = (0.0506047, 0.0344123, 0.169035)
q = (-0.0467641, -0.0416713, -0.0365787, 2.11728, 2.1991, -4.11188e-14) 	 | 	 p = (0.0506048, 0.0344119, 0.169082)
q = (-0.0467177, -0.041625, -0.0365323, 2.11714, 2.19918, -4.11188e-14) 	 | 	 p = (0.050605, 0.0344116, 0.169128)
q = (-0.0466714, -0.0415787, -0.036486, 2.117, 2.19926, -4.11188e-14) 	 | 	 p = (0.0506051, 0.0344113, 0.169175)
q = (-0.046625, -0.0415323, -0.0364396, 2.11685, 2.19934, -4.11188e-14) 	 | 	 p = (0.0506053, 0.034411, 0.169221)
q = (-0.0465787, -0.041486, -0.0363933, 2.1167, 2.19942, -4.11188e-14) 	 | 	 p = (0.0506054, 0.0344108, 0.169267)
q = (-0.0465323, -0.0414396, -0.036347, 2.11656, 2.19951, -4.11188e-14) 	 | 	 p = (0.0506055, 0.0344105, 0.169314)
q = (-0.046486, -0.0413933, -0.0363007, 2.11641, 2.19959, -4.11188e-14) 	 | 	 p = (0.0506056, 0.0344103, 0.16936)
q = (-0.0464397, -0.041347, -0.0362544, 2.11626, 2.19967, -4.11188e-14) 	 | 	 p = (0.0506057, 0.03441, 0.169407)
q = (-0.0463933, -0.0413007, -0.0362081, 2.11611, 2.19976, -4.11188e-14) 	 | 	 p = (0.0506058, 0.0344098, 0.169453)
q = (-0.046347, -0.0412544, -0.0361617, 2.11596, 2.19985, -4.11188e-14) 	 | 	 p = (0.0506058, 0.0344096, 0.169499)
q = (-0.0463007, -0.0412081, -0.0361154, 2.11581, 2.19993, -4.11188e-14) 	 | 	 p = (0.0506059, 0.0344093, 0.169546)
q = (-0.0462544, -0.0411617, -0.0360691, 2.11566, 2.20002, -4.11188e-14) 	 | 	 p = (0.050606, 0.0344091, 0.169592)
q = (-0.0462081, -0.0411154, -0.0360229, 2.1155, 2.20011, -4.11188e-14) 	 | 	 p = (0.0506061, 0.0344089, 0.169639)
q = (-0.0461618, -0.0410691, -0.0359766, 2.11535, 2.2002, -4.11188e-14) 	 | 	 p = (0.0506061, 0.0344087, 0.169685)
q = (-0.0461155, -0.0410229, -0.0359303, 2.11519, 2.20029, -4.11188e-14) 	 | 	 p = (0.0506062, 0.0344086, 0.169731)
q = (-0.0460692, -0.0409766, -0.035884, 2.11504, 2.20038, -4.11188e-14) 	 | 	 p = (0.0506062, 0.0344084, 0.169778)
q = (-0.0460229, -0.0409303, -0.0358377, 2.11488, 2.20047, -4.11188e-14) 	 | 	 p = (0.0506063, 0.0344082, 0.169824)
q = (-0.0459766, -0.040884, -0.0357914, 2.11472, 2.20057, -4.11188e-14) 	 | 	 p = (0.0506063, 0.034408, 0.16987)
q = (-0.0459303, -0.0408377, -0.0357452, 2.11456, 2.20066, -4.11188e-14) 	 | 	 p = (0.0506063, 0.0344079, 0.169917)
q = (-0.045884, -0.0407915, -0.0356989, 2.1144, 2.20076, -4.11188e-14) 	 | 	 p = (0.0506064, 0.0344077, 0.169963)
q = (-0.0458377, -0.0407452, -0.0356527, 2.11424, 2.20085, -4.11188e-14) 	 | 	 p = (0.0506064, 0.0344075, 0.170009)
q = (-0.0457915, -0.0406989, -0.0356064, 2.11408, 2.20095, -4.11188e-14) 	 | 	 p = (0.0506064, 0.0344074, 0.170056)
q = (-0.0457452, -0.0406527, -0.0355602, 2.11391, 2.20104, -4.11188e-14) 	 | 	 p = (0.0506064, 0.0344072, 0.170102)
q = (-0.0456989, -0.0406064, -0.0355139, 2.11375, 2.20114, -4.11188e-14) 	 | 	 p = (0.0506064, 0.0344071, 0.170149)
q = (-0.0456527, -0.0405602, -0.0354677, 2.11358, 2.20124, -4.11188e-14) 	 | 	 p = (0.0506064, 0.0344069, 0.170195)
q = (-0.0456064, -0.0405139, -0.0354214, 2.11341, 2.20134, -4.11188e-14) 	 | 	 p = (0.0506065, 0.0344068, 0.170241)
q = (-0.0455602, -0.0404677, -0.0353752, 2.11324, 2.20144, -4.11188e-14) 	 | 	 p = (0.0506065, 0.0344067, 0.170288)
q = (-0.0455139, -0.0404214, -0.035329, 2.11308, 2.20154, -4.11188e-14) 	 | 	 p = (0.0506065, 0.0344065, 0.170334)
q = (-0.0454677, -0.0403752, -0.0352827, 2.1129, 2.20164, -4.11188e-14) 	 | 	 p = (0.0506065, 0.0344064, 0.17038)
q = (-0.0454214, -0.040329, -0.0352365, 2.11273, 2.20175, -4.11188e-14) 	 | 	 p = (0.0506065, 0.0344063, 0.170427)
q = (-0.0453752, -0.0402827, -0.0351903, 2.11256, 2.20185, -4.11188e-14) 	 | 	 p = (0.0506065, 0.0344062, 0.170473)
q = (-0.045329, -0.0402365, -0.0351441, 2.11239, 2.20196, -4.11188e-14) 	 | 	 p = (0.0506064, 0.034406, 0.170519)
q = (-0.0452828, -0.0401903, -0.0350979, 2.11221, 2.20206, -4.11188e-14) 	 | 	 p = (0.0506064, 0.0344059, 0.170565)
q = (-0.0452365, -0.0401441, -0.0350517, 2.11203, 2.20217, -4.11188e-14) 	 | 	 p = (0.0506064, 0.0344058, 0.170612)
q = (-0.0451903, -0.0400979, -0.0350055, 2.11185, 2.20227, -4.11188e-14) 	 | 	 p = (0.0506064, 0.0344057, 0.170658)
